Type,Target,Label,Name,Anmerkung KHM
Property,http://arkumu.org/properties/waehlt-automatisch-folgenden-lizenzstatus-aus,Waehlt Automatisch Folgenden Lizenzstatus Aus,,
Property,http://arkumu.org/properties/waehlt-besitzt-leistungsschutzrechte-automatisch-aus,Waehlt Besitzt Leistungsschutzrechte Automatisch Aus,,
Property,http://arkumu.org/properties/waehlt-ist-urheber-in-automatisch-aus,Waehlt Ist Urheber In Automatisch Aus,,
Property,http://arkumu.org/properties/webseite-der-akteurin,Webseite Der Akteurin,"PE_Homepage1,PE_Homepage2",
Property,http://arkumu.org/properties/weiteres-rechtsdokument,Weiteres Rechtsdokument,,
Property,http://arkumu.org/properties/werkverzeichnis-nummer,Werkverzeichnis Nummer,,
Property,http://arkumu.org/properties/wert,Wert,,
Property,http://arkumu.org/properties/wesentliche-eigenschaften-deutsch,Wesentliche Eigenschaften Deutsch,,
Property,http://arkumu.org/properties/wesentliche-eigenschaften-englisch,Wesentliche Eigenschaften Englisch,,
Property,http://arkumu.org/properties/wikidata-id,Wikidata Id,"PE_Normdatum_Wikidata,Wikidata_QID,Ort_Wikidata_QID",
Property,http://arkumu.org/properties/wird-im-loop-abgespielt,Wird Im Loop Abgespielt,,
Property,http://arkumu.org/properties/wirkungsbeginn,Wirkungsbeginn,,
Property,http://arkumu.org/properties/wirkungsende,Wirkungsende,,
Property,http://arkumu.org/properties/wirkungsort,Wirkungsort,,
Property,http://arkumu.org/properties/zugehoeriges-rechtestatement,Zugehoeriges Rechtestatement,,
,,Prüfsumme beim Einlieferer,Pruefsumme_SHA256,
,,ist Vorschaubild,_ist_Vorschaubild,
,,Fernsehnorm,Videonorm,
,,Bildfrequenz,"Bildfrequenz,Framerate",
,,Seitenverhältnis,Aspect_Ratio_Bildseitenverhältnis,
,,Dauer (Freitext),Länge_Dauer,
,,Produktionsformat,Technisches Produktionsformat,
